0,0
0,1
0,2
21,3
1,3
12,4
2,4
23,5
138,5
2,5
47,5
15,6
11,6
1,6
109,7
76,7
27,7
52,7
21,7
13,7
107,8
14,8
6,8
171,9
18,9
13,9
150,9
245,9
29,9
12,9
39,10
272,10
80,10
125,10
88,10
46,10
11,10
11,10
95,10
6,10
129,11
31,11
17,11
28,11
23,11
63,11
143,11
58,11
33,11
64,11
26,11
38,11
137,12
120,12
85,12
117,12
63,12
103,12
76,12
44,12
41,12
156,12
75,12
61,12
34,12
28,12
175,13
139,13
32,13
19,13
32,13
16,13
13,13
81,14
35,14
276,14
93,14
35,14
74,14
73,14
48,14
130,14
35,14
30,14
25,14
33,14
55,14
44,14
30,14
28,14
16,14
29,14
24,14
27,14
12,14
22,14
13,14
48,15
79,15
33,15
27,15
34,15
47,15
19,15
91,15
119,15
22,15
22,15
26,15
21,15
53,16
34,16
83,16
62,16
58,16
161,16
129,16
153,16
208,16
50,16
49,16
30,16
24,16
25,16
18,16
29,16
36,16
16,16
33,16
20,16
17,16
30,16
17,16
14,16
352,17
84,17
44,17
108,17
201,17
235,17
137,17
137,17
76,17
378,17
513,17
1108,17
126,17
1276,17
1453,17
26,17
103,17
5610,18
952,18
5957,18
209,18
6385,18
56,18
40,18
80,18
53,18
59,18
68,18
66,18
41,18
39,18
34,18
77,18
47,18
61,18
3519,18
38,18
467,18
48,18
53,18
34,18
58,18
42,18
26,18
67,18
44,18
34,18
50,18
38,18
31,18
38,18
26,18
34,18
21,18
26,18
23,18
131,19
68,19
60,19
99,19
62,19
35,19
51,19
50,19
48,19
47,19
32,19
38,19
27,19
22,19
110,19
62,19
53,19
60,19
68,19
45,19
42,19
76,19
282,19
49,19
149,19
65,19
118,19
149,19
222,19
43,19
74,19
67,19
211,19
118,19
312,19
274,19
325,19
34,19
36,19
62,19
167,19
41,19
108,19
51,19
27,19
41,19
98,19
306,19
718,20
495,20
194,20
63,20
177,20
278,20
344,20
215,20
338,20
107,20
115,20
36,20
340,20
68,20
192,20
202,20
88,20
87,20
51,20
75,20
456,20
544,20
77,20
49,20
51,20
82,20
356,20
45,20
37,20
301,20
320,20
124,20
262,20
177,20
60,20
33,20
147,20
49,20
69,20
309,20
113,20
188,20
170,20
107,20
29,20
136,20
28,20
33,20
90,20
66,20
239,20
160,20
97,20
105,20
103,20
615,21
123,21
136,21
74,21
182,21
99,21
73,21
51,21
176,21
164,21
187,21
410,21
382,21
164,21
278,21
258,21
38,21
83,21
93,21
46,21
207,21
132,21
70,21
112,21
65,21
446,21
515,21
254,21
153,21
189,21
41,21
33,21
131,21
61,21
51,21
40,21
33,21
67,21
39,21
35,21
82,21
188,21
168,21
185,21
129,21
130,21
282,21
183,21
233,21
35,21
50,21
296,21
26,21
137,21
189,21
106,21
116,21
165,21
94,21
589,22
389,22
242,22
296,22
235,22
208,22
187,22
169,22
185,22
139,22
548,23
331,23
298,23
419,23
174,23
127,23
341,23
80,23
250,23
152,23
76,23
180,23
161,23
233,23
235,23
85,23
148,23
184,23
149,23
210,23
157,23
345,23
88,23
192,23
174,23
86,23
115,23
43,23
41,23
449,23
276,23
193,23
209,23
484,23
224,23
235,23
341,23
181,23
367,23
294,23
97,23
119,23
87,23
160,23
221,23
144,23
321,23
39,23
115,23
201,23
167,23
237,23
83,23
331,23
62,23
45,23
72,23
35,23
224,23
150,23
415,23
47,23
46,23
204,23
130,23
386,23
228,23
221,23
214,23
273,23
157,23
224,23
647,23
166,23
147,23
124,23
167,23
203,23
237,23
269,23
135,23
149,23
126,23
109,23
128,23
97,23
178,24
121,24
78,24
77,24
106,24
85,24
89,24
71,24
90,24
80,24
92,24
68,24
56,24
52,24
178,24
116,24
69,24
87,24
79,24
168,24
103,24
117,24
78,24
110,24
94,24
157,24
53,24
48,24
44,24
364,24
65,24
273,24
150,24
57,24
116,24
85,24
114,24
517,24
267,24
176,24
323,24
61,24
48,24
311,24
349,24
84,24
61,24
60,24
50,24
62,24
74,24
48,24
39,24
93,24
263,24
472,24
145,24
211,24
52,24
69,24
44,24
53,24
49,24
54,24
37,24
55,24
41,24
79,24
46,24
51,24
30,24
41,24
31,24
29,24
42,24
30,24
280,25
166,25
258,25
149,25
254,25
222,25
93,25
360,25
69,25
66,25
80,25
63,25
63,25
177,25
161,25
99,25
83,25
555,25
258,25
320,25
73,25
99,25
106,25
68,25
