788,15
788,16
1264,17
1544,18
1096,19
1376,20
1768,21
2272,22
2384,23
2748,24
1852,25
2300,26
4008,27
3952,28
3420,29
4764,30
788,15
1208,16
1012,17
648,18
1852,19
2552,20
1880,21
2384,22
2832,23
3084,24
2356,25
3140,26
4120,27
3588,28
732,15
508,16
788,17
1656,18
1180,19
2216,20
956,21
1544,22
2692,23
2916,24
1768,25
2300,26
2524,27
5016,28
5128,29
5604,30
760,15
760,16
284,17
1292,18
788,19
1796,20
732,21
1376,22
1488,23
2804,24
2524,25
3336,26
2440,27
2580,28
256,15
844,16
648,17
816,18
732,19
592,20
1264,21
1488,22
2328,23
2440,24
1600,25
3252,26
2720,27
3840,28
4204,29
4568,30
312,15
116,16
200,17
900,18
1740,19
1180,20
928,21
1964,22
508,23
1852,24
1040,25
2944,26
4792,27
3896,28
340,15
704,16
760,17
340,18
704,19
1068,20
424,21
1740,22
1992,23
3028,24
3364,25
3448,26
2216,27
1740,28
2804,29
4344,30
256,15
900,16
564,17
816,18
1376,19
1376,20
1292,21
1796,22
2048,23
1852,24
1180,25
2916,26
2216,27
1936,28
1208,15
732,16
368,17
172,18
732,19
536,20
648,21
1712,22
1796,23
1012,24
2944,25
2748,26
3000,27
2076,28
1712,29
4792,30
340,15
256,16
200,17
648,18
1768,19
956,20
1068,21
704,22
900,23
1768,24
2412,25
1544,26
3476,27
1488,28
1012,15
172,16
704,17
816,18
508,19
1040,20
1320,21
1544,22
1600,23
1488,24
1824,25
2636,26
3336,27
4568,28
4316,29
4456,30
60,15
256,16
648,17
172,18
340,19
760,20
676,21
1684,22
1264,23
732,24
2132,25
676,26
2244,27
2160,28
32,15
312,16
424,17
256,18
536,19
1768,20
900,21
788,22
1432,23
340,24
1992,25
928,26
1068,27
1348,28
4568,29
3000,30
32,15
32,16
284,17
732,18
928,19
760,20
760,21
1208,22
228,23
1236,24
1292,25
1460,26
1544,27
3168,28
256,15
256,16
284,17
732,18
592,19
1180,20
1068,21
1348,22
1656,23
900,24
1544,25
1964,26
2076,27
2636,28
7396,29
3896,30
144,15
564,16
704,17
60,18
704,19
760,20
816,21
88,22
1600,23
1124,24
2020,25
1964,26
1152,27
1684,28
32,15
368,16
396,17
536,18
592,19
424,20
676,21
1096,22
956,23
1516,24
1572,25
2636,26
2804,27
2580,28
4400,29
3980,30
368,15
368,16
60,17
32,18
956,19
788,20
648,21
1208,22
1656,23
2804,24
1264,25
1012,26
2496,27
3336,28
116,15
368,16
256,17
172,18
116,19
452,20
732,21
1012,22
592,23
2160,24
872,25
1824,26
2020,27
2804,28
3168,29
1376,30
228,15
312,16
760,17
704,18
32,19
1432,20
872,21
1572,22
760,23
1068,24
1516,25
1936,26
2384,27
1852,28
340,15
228,16
256,17
32,18
32,19
480,20
1180,21
1068,22
1040,23
1208,24
1964,25
2664,26
3420,27
4176,28
3728,29
4064,30
284,15
396,16
452,17
704,18
1208,19
200,20
1068,21
32,22
2328,23
480,24
284,25
1152,26
3084,27
3252,28
284,15
116,16
340,17
844,18
396,19
564,20
480,21
1096,22
508,23
2496,24
32,25
2272,26
2944,27
4232,28
424,29
2580,30
284,15
396,16
788,17
60,18
200,19
396,20
480,21
1012,22
1124,23
536,24
1460,25
732,26
3308,27
2804,28
144,15
60,16
88,17
312,18
312,19
480,20
32,21
648,22
144,23
1012,24
2188,25
3084,26
1964,27
1264,28
1768,29
3000,30
312,15
508,16
396,17
32,18
32,19
368,20
1348,21
32,22
1236,23
844,24
928,25
1068,26
1936,27
1880,28
536,15
200,16
32,17
760,18
648,19
452,20
144,21
1292,22
536,23
1936,24
2468,25
1656,26
648,27
1852,28
2216,29
1684,30
60,15
144,16
32,17
32,18
32,19
452,20
172,21
32,22
676,23
620,24
1180,25
1824,26
2048,27
2440,28
144,15
200,16
32,17
172,18
592,19
760,20
620,21
816,22
368,23
1712,24
200,25
1236,26
2244,27
2440,28
1740,29
2188,30
60,15
32,16
88,17
452,18
480,19
452,20
144,21
1096,22
32,23
1740,24
2020,25
1432,26
1964,27
1852,28
340,15
228,16
816,17
620,18
704,19
732,20
592,21
844,22
256,23
564,24
1516,25
2608,26
1432,27
1376,28
5268,29
2944,30
32,15
144,16
312,17
200,18
172,19
760,20
956,21
2160,22
1040,23
1964,24
2300,25
1600,26
2356,27
1460,28
32,15
32,16
284,17
32,18
32,19
452,20
172,21
648,22
928,23
760,24
1656,25
2832,26
2132,27
1824,28
844,29
2412,30
88,15
32,16
144,17
228,18
144,19
1096,20
508,21
564,22
732,23
1152,24
2188,25
1852,26
1572,27
2076,28
32,15
32,16
32,17
32,18
312,19
704,20
32,21
1208,22
1376,23
1656,24
1180,25
1292,26
1992,27
4512,28
3364,29
2300,30
32,15
508,16
144,17
32,18
592,19
228,20
144,21
144,22
816,23
1516,24
1516,25
816,26
1572,27
2888,28
172,15
200,16
312,17
200,18
172,19
144,20
536,21
1068,22
956,23
592,24
732,25
984,26
2356,27
1712,28
1208,29
2524,30
228,15
200,16
32,17
480,18
424,19
788,20
676,21
32,22
1404,23
32,24
1236,25
1712,26
1488,27
2020,28
60,15
172,16
32,17
32,18
536,19
172,20
1096,21
60,22
732,23
1068,24
1096,25
1096,26
172,27
1572,28
2188,29
2636,30
200,15
228,16
424,17
480,18
340,19
32,20
144,21
144,22
816,23
1768,24
1348,25
704,26
1880,27
4120,28
32,15
32,16
32,17
144,18
704,19
536,20
1152,21
1040,22
1152,23
1124,24
1152,25
1292,26
564,27
2132,28
2608,29
2076,30
32,15
172,16
200,17
32,18
32,19
144,20
676,21
172,22
1012,23
1096,24
1068,25
872,26
1796,27
2972,28
200,15
228,16
60,17
284,18
32,19
508,20
1152,21
284,22
704,23
480,24
480,25
1124,26
1320,27
1656,28
2580,29
3896,30
60,15
200,16
32,17
88,18
60,19
88,20
536,21
592,22
928,23
620,24
1068,25
1348,26
2804,27
284,28
144,15
144,16
228,17
452,18
312,19
284,20
648,21
32,22
340,23
1460,24
1012,25
1600,26
2552,27
1040,28
1992,29
984,30
396,15
116,16
32,17
536,18
816,19
200,20
648,21
1404,22
284,23
424,24
3000,25
368,26
1516,27
2272,28
60,15
32,16
32,17
396,18
32,19
592,20
1068,21
60,22
368,23
1852,24
704,25
340,26
1684,27
1880,28
4428,29
1404,30
32,15
676,16
32,17
32,18
620,19
116,20
1152,21
368,22
256,23
1460,24
1404,25
1404,26
1180,27
2776,28
32,15
32,16
480,17
60,18
32,19
564,20
452,21
592,22
480,23
1236,24
648,25
1544,26
1572,27
1460,28
1712,29
788,30
60,15
32,16
32,17
32,18
424,19
200,20
32,21
648,22
928,23
1432,24
956,25
284,26
1236,27
1488,28
32,15
312,16
60,17
32,18
60,19
32,20
424,21
984,22
704,23
32,24
1208,25
3140,26
32,27
2552,28
1712,29
2468,30
32,15
32,16
200,17
480,18
452,19
144,20
620,21
424,22
32,23
1656,24
480,25
1292,26
1880,27
2244,28
172,15
60,16
32,17
32,18
312,19
32,20
116,21
452,22
1516,23
424,24
452,25
1236,26
1152,27
1880,28
3476,29
2356,30
32,15
32,16
60,17
228,18
144,19
32,20
340,21
32,22
592,23
1964,24
2076,25
172,26
1264,27
1460,28
88,15
32,16
60,17
32,18
340,19
144,20
452,21
116,22
480,23
956,24
1516,25
2132,26
1012,27
1544,28
3000,29
1796,30
32,15
32,16
32,17
32,18
648,19
284,20
32,21
480,22
1572,23
200,24
1964,25
312,26
1712,27
984,28
32,15
32,16
60,17
620,18
424,19
312,20
200,21
116,22
424,23
956,24
172,25
704,26
536,27
1908,28
1684,29
4512,30
32,15
32,16
88,17
172,18
872,19
592,20
32,21
32,22
312,23
452,24
1768,25
1768,26
1012,27
228,28
32,15
32,16
32,17
88,18
760,19
648,20
144,21
1768,22
788,23
732,24
928,25
2048,26
1180,27
1768,28
872,29
228,30
32,15
32,16
32,17
32,18
32,19
32,20
228,21
200,22
536,23
788,24
144,25
592,26
1572,27
2608,28
32,15
32,16
172,17
620,18
200,19
620,20
32,21
424,22
760,23
312,24
1544,25
816,26
1600,27
1124,28
872,29
1264,30
200,15
60,16
32,17
32,18
284,19
60,20
256,21
872,22
508,23
1012,24
116,25
1208,26
2356,27
1824,28
32,15
32,16
32,17
144,18
396,19
32,20
312,21
312,22
32,23
60,24
284,25
1712,26
1880,27
2384,28
2076,29
2748,30
32,15
60,16
32,17
88,18
312,19
32,20
480,21
1236,22
508,23
144,24
760,25
536,26
2160,27
2132,28
32,15
32,16
32,17
32,18
200,19
32,20
536,21
284,22
928,23
1292,24
2076,25
200,26
984,27
1684,28
900,29
1908,30
32,15
32,16
536,17
340,18
32,19
32,20
32,21
312,22
508,23
816,24
1348,25
648,26
760,27
3756,28
32,15
88,16
32,17
32,18
172,19
32,20
564,21
592,22
32,23
1096,24
312,25
1292,26
1572,27
1040,28
1348,29
2468,30
32,15
32,16
200,17
32,18
32,19
200,20
312,21
620,22
816,23
144,24
676,25
284,26
3224,27
1712,28
32,15
60,16
200,17
60,18
60,19
60,20
32,21
424,22
480,23
1684,24
1376,25
2104,26
2216,27
2692,28
2888,29
732,30
32,15
32,16
60,17
620,18
452,19
368,20
1068,21
480,22
900,23
1376,24
676,25
592,26
1936,27
1460,28
32,15
424,16
452,17
144,18
32,19
368,20
256,21
200,22
928,23
172,24
732,25
480,26
2160,27
1824,28
3868,29
1600,30
32,15
60,16
32,17
312,18
60,19
88,20
32,21
32,22
480,23
312,24
760,25
1348,26
1628,27
1488,28
32,15
32,16
32,17
340,18
452,19
480,20
312,21
200,22
172,23
424,24
592,25
1376,26
1628,27
1236,28
2300,29
1348,30
32,15
312,16
32,17
32,18
172,19
564,20
32,21
312,22
32,23
480,24
172,25
564,26
1012,27
2104,28
32,15
32,16
228,17
32,18
88,19
32,20
32,21
592,22
620,23
984,24
984,25
984,26
2048,27
2188,28
1320,29
1684,30
60,15
32,16
32,17
32,18
32,19
60,20
172,21
452,22
172,23
564,24
256,25
228,26
1572,27
1348,28
32,15
32,16
312,17
32,18
88,19
508,20
1124,21
60,22
816,23
228,24
1040,25
1712,26
508,27
1572,28
928,29
1320,30
32,15
32,16
32,17
32,18
480,19
32,20
172,21
32,22
284,23
228,24
1292,25
32,26
200,27
452,28
32,15
60,16
144,17
200,18
32,19
620,20
312,21
88,22
32,23
704,24
760,25
536,26
3056,27
2188,28
1992,29
2692,30
200,15
32,16
340,17
32,18
32,19
32,20
340,21
32,22
928,23
1012,24
32,25
200,26
2804,27
1208,28
32,15
32,16
88,17
60,18
32,19
116,20
32,21
312,22
32,23
844,24
32,25
1012,26
1292,27
1320,28
172,29
3728,30
32,15
32,16
32,17
32,18
200,19
200,20
312,21
228,22
340,23
1180,24
32,25
1376,26
452,27
2496,28
32,15
32,16
32,17
704,18
32,19
32,20
228,21
32,22
1348,23
760,24
480,25
844,26
844,27
